Id,SalePrice
1461,136278.81263076598
1462,149179.8999757659
1463,198114.05183998853
1464,198102.59743124322
1465,171853.64725505537
1466,179067.57857045325
1467,184138.82657365003
1468,166025.02286965633
1469,180498.11083848987
1470,134300.62621732915
1471,190999.23879828892
1472,119036.37186504155
1473,121107.81535953579
1474,152298.05025537734
1475,114283.80938529766
1476,296028.7186518616
1477,230394.88640099164
1478,245965.04722434538
1479,245471.67979381475
1480,459694.13606452814
1481,294134.99368572637
1482,187307.73115383284
1483,183565.81227834025
1484,163926.26635653962
1485,163491.40593355795
1486,195394.01157851634
1487,329629.4878033486
1488,235057.73769303685
1489,185839.17741019055
1490,226781.95275081822
1491,194873.26958788486
1492,105140.2669268381
1493,184709.96505466008
1494,263773.61313129385
1495,268676.7671371413
1496,209739.90515296982
1497,188346.08458963397
1498,154719.9745648611
1499,154764.61361273326
1500,158766.24308426047
1501,180000.01892384552
1502,145784.19941657427
1503,239963.8628206236
1504,219569.16318688446
1505,216593.1952456065
1506,195625.6343168533
1507,285827.6152838889
1508,205443.8407823892
1509,155096.7991128564
1510,147863.3485107729
1511,148447.128013894
1512,185193.85459883098
1513,149899.7569618647
1514,161287.0533375455
1515,224729.5447287299
1516,140287.93250002866
1517,155733.3154852225
1518,162193.98335040527
1519,229872.08923247468
1520,131374.79647001243
1521,136198.2014948513
1522,168003.70037615526
1523,123757.28111710302
1524,115449.89774077773
1525,117220.72184043245
1526,114186.2201612941
1527,117760.07909350627
1528,145290.44872159386
1529,136823.083784291
1530,197407.96925302362
1531,126985.27504986057
1532,83282.53640339624
1533,145193.01796117253
1534,127321.86058226731
1535,163909.28627899577
1536,115389.16710969925
1537,110370.42658917604
1538,132671.8344598779
1539,161021.70571401576
1540,115778.1495324228
1541,142206.00127638553
1542,160812.12931190256
1543,174195.4774163923
1544,92947.43014989179
1545,106922.92443696118
1546,116832.58344025591
1547,130482.3020190123
1548,128970.83870842092
1549,126231.682565107
1550,131646.38149001822
1551,111597.72576420834
1552,148945.73016303388
1553,123974.81187045293
1554,116109.54920149191
1555,164982.28898758852
1556,101606.3212479182
1557,97875.03587249684
1558,99117.49562741595
1559,102505.85842780054
1560,127306.31109613163
1561,149358.737494347
1562,133614.8726819706
1563,123623.1714358696
1564,171942.67676996623
1565,149017.58403574023
1566,218317.3578839536
1567,96303.49754458763
1568,225842.89101524587
1569,155820.5450746758
1570,126033.90600677858
1571,133629.74855013593
1572,153471.24989546274
1573,226493.47048897823
1574,144115.61850295172
1575,208162.6586416345
1576,244139.91797903852
1577,184295.41761283268
1578,126436.97455162158
1579,155183.04838958583
1580,189623.979663208
1581,150769.04798736653
1582,126542.9036839066
1583,304072.6807811246
1584,235251.3620649624
1585,147358.27908912537
1586,96836.86804220146
1587,105305.43354921977
1588,149574.47636916273
1589,122150.65370452561
1590,134313.18359863572
1591,92306.78793088353
1592,131284.36185622794
1593,109813.37201695262
1594,146397.87542543886
1595,105303.02742920502
1596,193610.0970252725
1597,199234.50274773323
1598,179088.58465953098
1599,153404.65448769953
1600,157087.5496624461
1601,86836.33878138135
1602,125929.1171002949
1603,91359.89449046004
1604,237219.8222369893
1605,225609.76671966727
1606,165492.67583603115
1607,227460.2067419831
1608,200060.72416096993
1609,178860.71195435195
1610,166495.23451907575
1611,146353.90135580173
1612,197236.6955597809
1613,197816.9698964115
1614,131022.64113631862
1615,97751.16024750995
1616,93791.04847651973
1617,118081.81997519202
1618,132364.270288299
1619,141805.67333895472
1620,244181.49470948568
1621,158382.83606179684
1622,151254.30897727248
1623,230625.76753626147
1624,217455.41220355275
1625,118494.54932164084
1626,177032.00575744637
1627,196664.38571485275
1628,264109.2653169505
1629,166644.19021440487
1630,341158.7736441326
1631,190491.44703848427
1632,211072.97724917278
1633,160231.37574341826
1634,186221.10874370733
1635,169961.98373059905
1636,157728.76308481512
1637,208342.00713959255
1638,197261.50942125596
1639,194625.73360278917
1640,260085.2605703184
1641,191952.89518134494
1642,214883.11453562565
1643,208797.5300819114
1644,213291.72426439705
1645,223136.74143144503
1646,149518.24787803867
1647,152362.74667939456
1648,140213.02479698026
1649,132902.05693633694
1650,133590.22089948083
1651,143622.80183433098
1652,115594.61992235325
1653,114339.62051767592
1654,153545.1591792746
1655,133508.6386009683
1656,148679.290317739
1657,155346.49649392726
1658,152277.70418499125
1659,122161.07684886384
1660,155030.64880936066
1661,382396.327776879
1662,338650.2453353633
1663,317865.3745121902
1664,447968.5268184753
1665,260943.65865821953
1666,281450.1409798678
1667,325826.32361491927
1668,274344.6401964979
1669,231614.3591951731
1670,281188.4824950763
1671,254359.081009415
1672,386101.7851698062
1673,272545.8565815748
1674,241587.44423100865
1675,196087.2226447097
1676,196150.5866556036
1677,199542.14796299356
1678,421362.5458752262
1679,328615.6404794663
1680,267138.58370465395
1681,204479.29722967526
1682,255902.59824693308
1683,186291.02117886883
1684,174090.5289832986
1685,174522.30677694755
1686,167594.7632767284
1687,160053.37302103438
1688,190793.29114531353
1689,191944.94936019345
1690,178154.1333488808
1691,168764.57303552912
1692,227249.10847620727
1693,159098.32868981216
1694,176878.93166826107
1695,155582.14903187568
1696,279282.7132051466
1697,155576.58189490263
1698,341206.08595272887
1699,280201.3573575093
1700,244629.37354632147
1701,252494.60647624053
1702,255369.33128929808
1703,236167.24656154815
1704,258789.3312028451
1705,207910.51516150063
1706,383503.46123121335
1707,196801.52559741316
1708,204783.0791766352
1709,239472.72039466046
1710,203781.1185068536
1711,231824.5077476666
1712,239213.81595200987
1713,250789.4721968958
1714,220582.13456495016
1715,196820.1751358396
1716,179119.78942718502
1717,173142.40257861727
1718,129562.02127554943
1719,203180.98387881066
1720,232020.60447995568
1721,176557.70957585488
1722,128229.87719652253
1723,175892.9108827292
1724,211975.61170966734
1725,226732.94108314114
1726,192118.5424981098
1727,166626.23940215734
1728,174477.95249996104
1729,156876.88539239785
1730,162381.83134185887
1731,121113.55042822193
1732,127416.65037920221
1733,123152.29117970381
1734,128600.91894541208
1735,128452.84487607337
1736,113447.11071737832
1737,287150.53802257334
1738,221438.47967911046
1739,322929.8476986895
1740,222265.53911951388
1741,188794.35081839372
1742,174917.4216238717
1743,169982.29067801376
1744,249588.98250664293
1745,207030.8486227213
1746,202342.56125027643
1747,210579.12851029797
1748,251024.46895670408
1749,163455.86677759088
1750,145733.61290459702
1751,244455.374070016
1752,118435.74306394436
1753,168340.62228193632
1754,214026.27546924062
1755,160752.14608822932
1756,118797.73493231309
1757,112071.3916769169
1758,153454.73202102186
1759,162821.06145660952
1760,176315.1551966342
1761,158410.79201242767
1762,183160.2456377472
1763,154283.68598659136
1764,113747.4308279278
1765,189205.0016267057
1766,180727.2040347486
1767,227407.81911450456
1768,134931.67638157596
1769,147121.80348799878
1770,136878.83338613808
1771,129039.93197036532
1772,145616.36708283046
1773,127119.76338461704
1774,184270.51087295887
1775,120154.35843027846
1776,127374.93743621117
1777,101608.29692142736
1778,134900.7005856846
1779,117967.52193169022
1780,152683.1630167229
1781,125543.56183171565
1782,106565.21710316144
1783,152880.19314040567
1784,105992.0326442957
1785,110474.92714895838
1786,172266.98969749024
1787,146958.65740267688
1788,70730.87855403089
1789,100507.4019699341
1790,93652.04766917169
1791,248399.2457987058
1792,160190.26016100924
1793,136349.24310233493
1794,140002.2236036308
1795,126155.67240549655
1796,110475.50818675385
1797,144635.15221634845
1798,117838.58745768738
1799,100912.0333975522
1800,116238.01078741581
1801,145210.34179693946
1802,156979.51999397017
1803,160366.90214329644
1804,139477.91216143421
1805,125854.63739483971
1806,130107.74457055666
1807,139306.98904485
1808,119706.05286300751
1809,100521.25708207919
1810,135944.81963684855
1811,95361.58661000644
1812,92607.75531922233
1813,128211.43828559686
1814,95159.17015102583
1815,82596.9393030479
1816,91180.04982954373
1817,124150.83904773857
1818,133957.2223400658
1819,120343.45825570203
1820,71647.41082648998
1821,114495.22308928135
1822,141241.80877953456
1823,66380.05336268104
1824,120717.60026704463
1825,132887.08096458841
1826,103395.50194147235
1827,115176.1147460877
1828,132511.39505653962
1829,133669.25173141828
1830,138407.41565934577
1831,143406.78072228166
1832,119439.79209067277
1833,138539.91417829905
1834,124523.70529881954
1835,117910.7069455277
1836,134505.27748479837
1837,85195.96560857339
1838,113075.86400103179
1839,104531.86801544129
1840,129986.55567100462
1841,143621.2358444934
1842,102178.75967023999
1843,142251.50961834856
1844,128268.81322517713
1845,152743.9399142141
1846,140809.90351626425
1847,164914.9574753074
1848,69894.2135124974
1849,122587.472386966
1850,121707.74574504938
1851,130854.20258398571
1852,124313.96655055473
1853,136275.19547542313
1854,152796.2446769912
1855,149525.70843157786
1856,216179.74667596564
1857,140382.71503381897
1858,186422.2962007803
1859,134459.64040293044
1860,165997.6374740094
1861,133519.70044484455
1862,333342.61817607115
1863,331029.9719487903
1864,331051.7475366267
1865,277697.9808712264
1866,270620.5056419864
1867,225491.47425422652
1868,264966.9963888021
1869,202426.71752972016
1870,210069.6500284517
1871,222597.64388165536
1872,172533.05400401962
1873,218019.92684405492
1874,157526.59129697763
1875,200694.97372313746
1876,204094.92977028064
1877,211733.00576282726
1878,211640.01199652167
1879,133183.6074557116
1880,134151.14505017232
1881,271670.466902482
1882,245914.9897457556
1883,193520.9157068063
1884,217467.16637051624
1885,215525.8776159692
1886,256445.66514721094
1887,205520.9301383953
1888,261336.0026826509
1889,172001.76291226104
1890,137950.10540322223
1891,150082.41256226753
1892,112249.63531034833
1893,130737.5565833522
1894,128558.41995519129
1895,147266.2260689433
1896,118602.16351965105
1897,117913.52687912277
1898,110378.37255033833
1899,124641.44631091061
1900,118861.74274897721
1901,137960.86239138915
1902,157618.2271359851
1903,177947.3009041226
1904,123292.16747762036
1905,167036.09030637218
1906,157083.54251925758
1907,182680.50487768085
1908,129178.50439038167
1909,144541.59501218342
1910,136210.94189347763
1911,202483.44734101443
1912,276800.7241457442
1913,176594.74104697467
1914,83214.67416398344
1915,229841.11300400432
1916,84497.60349370212
1917,240669.18582300574
1918,135860.64483666015
1919,167028.897809477
1920,200646.65334615976
1921,319186.62640887685
1922,256870.63501858045
1923,221857.67836118588
1924,204952.58491257936
1925,216925.19221130232
1926,322438.25322941993
1927,134193.7667843777
1928,171909.8561437379
1929,120350.39327123945
1930,142464.98769480592
1931,150345.029931386
1932,157092.76031845182
1933,175857.23779854373
1934,186588.43782195295
1935,173213.9348859226
1936,192038.18054429727
1937,184818.76967413534
1938,179909.81838440066
1939,208245.99357528446
1940,169532.8105155941
1941,182606.44873066602
1942,183544.1617871708
1943,164880.0360859796
1944,287380.73183483235
1945,278711.100430695
1946,155615.55720477382
1947,238052.0574057435
1948,165930.08645740213
1949,220079.21848121568
1950,173661.72016040972
1951,255089.01049427886
1952,228064.95671377378
1953,159398.82743471497
1954,192188.23785223864
1955,138772.92473868802
1956,363701.1241739391
1957,165081.7947044064
1958,286908.0612118444
1959,167412.04640098865
1960,121948.4721983304
1961,125609.40074525618
1962,117023.18122216243
1963,126740.1582139285
1964,129836.86839113747
1965,146984.6955686367
1966,134583.76159678193
1967,255133.0673111299
1968,385777.363208632
1969,294392.118165516
1970,386970.05556433764
1971,417096.76127510495
1972,325621.5954375786
1973,239054.65880511512
1974,286474.36731291184
1975,412937.07242360694
1976,243831.42296772375
1977,337546.3518724527
1978,342542.2042242313
1979,265651.75888395373
1980,183747.14016743295
1981,285216.86650280736
1982,192454.54405332447
1983,184556.65231554172
1984,178319.56880054247
1985,218571.85541982797
1986,217275.6612939555
1987,174280.3513570581
1988,174521.80865983505
1989,190879.20030726906
1990,212577.20994553703
1991,198478.61675236427
1992,216556.2627172433
1993,168029.34818837972
1994,248480.0435407631
1995,180901.37335532403
1996,242240.3144957412
1997,261655.9630723811
1998,305844.16234251077
1999,239733.2956893676
2000,282839.8952284314
2001,258649.6623539633
2002,229033.16120796476
2003,246329.13034589894
2004,249741.3357979609
2005,202141.15800717424
2006,199207.25460935532
2007,232582.69920124128
2008,189477.043494424
2009,198087.62395107045
2010,195220.13018167875
2011,134294.10904156268
2012,170595.54159474102
2013,179835.2639354717
2014,190968.75461048883
2015,190339.6870504464
2016,197339.3944731486
2017,191614.88343984552
2018,124038.49046382442
2019,136704.35126413297
2020,117586.96815453465
2021,113607.89776139315
2022,175937.3359548226
2023,163454.80222083526
2024,287572.2667950594
2025,339788.2296687872
2026,169599.08261947776
2027,155552.46278361406
2028,168511.62015122068
2029,173524.2874656479
2030,219837.2072794718
2031,193472.01199563677
2032,199266.04494568368
2033,208702.48504515915
2034,166078.60273657413
2035,209717.0051781009
2036,190454.02097815834
2037,194241.8033905496
2038,258288.11151476434
2039,171562.69890289885
2040,312572.4034793511
2041,217237.6999028475
2042,202464.55120920038
2043,174896.71830586318
2044,197244.1110262289
2045,180798.2551551398
2046,165661.87769153068
2047,148341.7582917892
2048,145295.88109645012
2049,178276.69151404506
2050,163169.91361236418
2051,105568.62023721127
2052,136071.70481481327
2053,147730.5382973421
2054,92813.25846313046
2055,155491.21624175322
2056,134085.48347399881
2057,121064.32906427167
2058,204600.9602785758
2059,133934.5676454828
2060,189158.9035246334
2061,176469.278304959
2062,129047.61908187445
2063,104098.235963718
2064,135709.94322300187
2065,118260.40444721162
2066,160911.0958273673
2067,136411.72220467002
2068,174688.1300866916
2069,94240.5568253846
2070,106109.46667397123
2071,108656.9131936191
2072,155207.9371949102
2073,134562.61358063447
2074,161567.941106978
2075,144895.8707925108
2076,115245.91789718436
2077,134788.00834469017
2078,123225.25304662295
2079,131341.4936997971
2080,110370.1158408571
2081,123722.70799136025
2082,136371.59992854932
2083,146257.5250324889
2084,105794.10191103244
2085,124532.68913772091
2086,142823.84132149856
2087,140427.4268333322
2088,126189.80981564689
2089,91191.45927866235
2090,128920.57366866604
2091,105294.71824754994
2092,151503.47014036504
2093,128603.69973101455
2094,95588.68580148731
2095,139294.93152772222
2096,86894.66014839776
2097,84456.80502057858
2098,149727.3144290633
2099,84478.55775391278
2100,112930.81680728021
2101,137892.23237989354
2102,115910.92080427647
2103,102210.82936560614
2104,162696.04805099205
2105,106728.70518732532
2106,103336.82912336376
2107,184199.4823058222
2108,118438.96463283531
2109,133292.12084756044
2110,126917.93169434356
2111,132168.24550161068
2112,134581.28392425826
2113,129258.64286915598
2114,110592.97795481107
2115,149507.30585427664
2116,117116.86142838388
2117,161876.1249077283
2118,115217.03489257685
2119,99563.29335327847
2120,118071.50334818683
2121,91370.7014418293
2122,106394.96345840445
2123,96607.29628550814
2124,154446.06647985752
2125,149979.33730701948
2126,156137.8992089672
2127,139136.19629988694
2128,114886.48233842442
2129,97064.45704858436
2130,132152.80381295012
2131,157441.1377773882
2132,121063.84986929438
2133,118370.30789001264
2134,111144.85995616473
2135,103203.41570013693
2136,84109.32068729207
2137,124680.759594001
2138,134262.68203056577
2139,146884.72284764826
2140,144281.30723053825
2141,134886.27949890203
2142,128950.61195838902
2143,150044.44771194865
2144,118475.01658208926
2145,138287.9590687967
2146,140582.07302561236
2147,165433.04884176486
2148,133700.28742421762
2149,143543.47821609545
2150,186196.87656976422
2151,107069.8697162843
2152,140433.25405869505
2153,188191.24595047242
2154,100104.09245041014
2155,138971.1349987404
2156,324296.7083012225
2157,230547.39215699496
2158,221873.97253598436
2159,200781.41083995323
2160,171825.14179718585
2161,238566.2641222358
2162,439081.02120651625
2163,279746.0458704151
2164,214995.43713722462
2165,169969.98755818498
2166,158692.2712296815
2167,206884.4806289
2168,204052.22192356404
2169,190981.7038656122
2170,217093.2494064408
2171,155071.51211042656
2172,144475.21374962904
2173,184097.12552399878
2174,238936.80800989794
2175,255197.2385450284
2176,267240.4413044696
2177,250399.1510260896
2178,200741.42030578048
2179,148326.49105878267
2180,257514.78771175395
2181,191446.8340616961
2182,225907.01380499595
2183,192846.0000975572
2184,142374.0244753584
2185,133836.77561505095
2186,149685.48457736586
2187,150214.80143435608
2188,155547.84275747344
2189,316485.33657270396
2190,82856.6166182999
2191,83209.28850179385
2192,85596.53982899411
2193,98756.5515980651
2194,90550.36356294311
2195,115634.8802229738
2196,110164.71264604642
2197,128805.5784191004
2198,121921.4577848315
2199,154169.53280131443
2200,120887.27527231646
2201,131467.6748653241
2202,134578.49779741696
2203,130950.40589425246
2204,165420.02350121507
2205,122104.3009129461
2206,131374.6665346182
2207,152156.4621779949
2208,195746.9446706707
2209,198329.04378296447
2210,130591.78153024305
2211,111450.56955433894
2212,121197.79943022206
2213,88346.28361290428
2214,147024.36234732444
2215,108491.86950470047
2216,168014.74762221618
2217,94662.65250453843
2218,91604.71640202371
2219,101634.71044628178
2220,90145.18123513524
2221,232365.24524778806
2222,235881.83102225
2223,276521.52862955263
2224,220637.37506821542
2225,153351.24654858327
2226,227098.9113286279
2227,186228.44612078904
2228,232805.11675626846
2229,217739.02412810453
2230,164959.24668514647
2231,198586.56457272693
2232,188331.24543426704
2233,183632.25404369814
2234,208079.18572706555
2235,223694.58934156358
2236,241613.2288966531
2237,303811.5941962932
2238,201380.66950050485
2239,128460.39688001918
2240,163834.2347932031
2241,165628.11793607587
2242,137284.14473893965
2243,140509.37466993037
2244,128346.11922954937
2245,113921.71937190412
2246,139011.70807294705
2247,108483.9681960962
2248,130607.31046758637
2249,133494.06335814792
2250,137705.21989501905
2251,130811.5356611809
2252,183186.25126815058
2253,151150.94324467887
2254,174423.8862800456
2255,204754.9253316357
